"ECO_ID","species","genus","family","LSLA","LNC.m","LL","SSD","SCdia","SBthick","RNC","RSRL","RTD","Max.H","RD","SD","LA","SdM"
60102,"myrcia ramuliflora","myrcia","Myrtaceae",0.9128,1.1413,1.3077,-0.2139,1.5953,0.4357,1.52590217793424,2.8183,-0.4666,1.1696,0.7673,-0.3069,2.8518,1.3698
60125,"myrcia sp","myrcia","Myrtaceae",1.0378,1.2387,1.1123,-0.2526,1.7262,0.4299,1.52661321011707,3.1333,-0.5125,1.0215,0.6298,-0.6381,3.2666,1.8908
60130,"myrcia sp","myrcia","Myrtaceae",1.0448,1.2446,1.0911,-0.2544,1.697,0.4075,1.51971382886237,3.1859,-0.4988,0.8921,0.5486,-0.7952,3.18,1.9605
60153,"myrcia sp","myrcia","Myrtaceae",0.9799,1.1839,1.178,-0.2314,1.4946,0.3367,1.49626248001925,3.1489,-0.4117,0.5494,0.436,-1.0642,2.5223,2.0133
60125,"myrcia splendens","myrcia","Myrtaceae",1.1222,1.3122,0.9771,-0.281,1.9049,0.3206,1.55559136483248,3.1818,-0.5761,1.1773,0.4945,-0.7071,3.8295,1.5531
60129,"myrcia splendens","myrcia","Myrtaceae",1.0781,1.2803,1.0628,-0.2671,1.7897,0.4099,1.52774071559126,3.2396,-0.5406,1.0028,0.5395,-0.7774,3.4675,1.9935
60136,"myrcia splendens","myrcia","Myrtaceae",1.0289,1.2372,1.1383,-0.2509,1.7321,0.4234,1.52889614147238,3.1283,-0.5168,1.0676,0.6465,-0.6152,3.2904,1.8512
60142,"myrcia splendens","myrcia","Myrtaceae",1.0609,1.2658,1.0696,-0.2609,1.706,0.3592,1.5175772232139,3.2483,-0.5044,0.8132,0.4295,-0.9707,3.2137,1.9587
60153,"myrcia splendens","myrcia","Myrtaceae",0.9567,1.1738,1.2474,-0.2272,1.6364,0.4474,1.52969336681597,2.9377,-0.4791,1.0988,0.7432,-0.4336,2.9718,1.6627
60155,"myrcia splendens","myrcia","Myrtaceae",0.9329,1.1569,1.3039,-0.22,1.586,0.4731,1.51814660833114,2.9584,-0.4642,1.0306,0.7516,-0.4656,2.7985,1.8507
60166,"myrcia splendens","myrcia","Myrtaceae",1.0365,1.2428,1.1904,-0.2545,1.8389,0.5558,1.53449189733519,3.1221,-0.5646,1.3792,0.9178,-0.2349,3.5885,2.1842
60173,"myrcia tomentosa","myrcia","Myrtaceae",0.845,1.1288,1.2887,-0.1978,1.4683,0.2035,1.52402203933421,2.7109,-0.4196,0.9824,0.2766,-0.6851,2.6239,NA
60142,"myrcia vertipub","myrcia","Myrtaceae",1.0904,1.2966,1.0552,-0.2733,1.9083,0.4443,1.53563205449837,3.1616,-0.593,1.3222,0.6444,-0.4704,3.8524,1.7289
60167,"myrcianthes fragrans","myrcianthes","Myrtaceae",0.9587,1.2115,1.2408,-0.2343,1.6453,0.4011,1.4808804052137,3.0305,-0.5003,1.0211,0.4591,-0.6838,3.0733,1.4462
60101,"myrcianthes gigantea","myrcianthes","Myrtaceae",0.9198,1.1764,1.3133,-0.2217,1.6442,0.478,1.49206440189156,2.8951,-0.503,1.2311,0.6691,-0.3447,3.0756,1.3367
60101,"myrcianthes pungens","myrcianthes","Myrtaceae",0.9202,1.1773,1.3263,-0.222,1.6327,0.496,1.47771438529796,2.9422,-0.5001,1.1801,0.6725,-0.3929,3.0242,1.5546
60212,"myrcianthes sp","myrcianthes","Myrtaceae",1.1031,1.3391,0.9857,-0.2815,1.8039,0.2654,1.47834424155652,3.3852,-0.5641,0.8202,NA,-1.2323,3.6083,1.5679
60101,"myrciaria floribunda","myrciaria","Myrtaceae",1.0582,1.2879,1.2004,-0.2663,1.8313,0.5398,1.50241073120419,3.3219,-0.5802,1.1572,0.6682,-0.618,3.5794,2.4756
60125,"myrciaria floribunda","myrciaria","Myrtaceae",0.9569,1.2014,1.2502,-0.2315,1.6201,0.3772,1.52233727695102,3.018,-0.4825,0.9817,0.4978,-0.6992,2.9831,1.4166
60142,"myrciaria floribunda","myrciaria","Myrtaceae",1.0452,1.2773,1.1889,-0.2613,1.7428,0.4741,1.49340506801924,3.3373,-0.5404,0.9298,0.5148,-0.8679,3.3171,2.3872
60166,"myrciaria floribunda","myrciaria","Myrtaceae",1.0506,1.2821,1.2098,-0.2636,1.7745,0.5109,1.49080936848903,3.3626,-0.5575,1.0004,0.5894,-0.7903,3.3954,2.5839
60142,"myrciaria intermed","myrciaria","Myrtaceae",1.0713,1.3011,1.1244,-0.2694,1.7352,0.4018,1.47977103686085,3.4265,-0.5394,0.7763,0.3216,-1.1161,3.3058,2.3282
60212,"myrciaria sp","myrciaria","Myrtaceae",1.1163,1.3426,0.965,-0.2823,1.577,0.1564,1.44300624745946,3.6942,-0.4686,NA,-0.286,-2.1057,2.857,2.3005
-9998,"myrica gale","myrica","Myricaceae",1.0895,1.2756,0.9458,-0.2695,1.3853,0.1684,1.20183393047435,3.3836,-0.4898,0.1481,-0.702,-1.7289,2.7001,1.0305
50410,"myrica gale","myrica","Myricaceae",1.0679,1.2566,0.9786,-0.2624,1.3618,0.1773,1.19805195172434,3.3305,-0.4809,0.1817,-0.6526,-1.6507,2.6283,0.9581
80436,"myrica gale","myrica","Myricaceae",1.0005,1.1972,1.0829,-0.24,1.2496,0.187,1.19996350089589,3.1935,-0.4357,0.1401,-0.5926,-1.5612,2.2562,0.8688
80415,"myrica rubra","myrica","Myricaceae",1.0274,1.223,1.0262,-0.2497,1.2079,0.103,1.0134144947031,3.3433,-0.4208,NA,-0.8396,-1.9783,2.1291,1.0446
81330,"myricaria sp","myricaria","Tamaricaceae",0.8205,0.945,0.8573,-0.2049,0.8083,0.1694,1.13287098658761,2.6962,-0.367,-0.2003,-0.7391,-1.5098,1.4656,0.4276
81014,"myricaria squamosa","myricaria","Tamaricaceae",0.8192,0.9443,0.8309,-0.2038,0.7379,0.1128,1.10539776459024,2.7413,-0.3361,-0.4307,-0.8988,-1.7721,1.2545,0.4213
60154,"myriocarpa longipes","myriocarpa","Urticaceae",1.2108,1.3946,0.6336,-0.2846,1.9504,-0.3469,1.98650659939904,2.9826,-0.4989,0.8578,-0.6491,-1.5613,4.1761,-1.4895
60161,"myriocarpa longipes","myriocarpa","Urticaceae",1.1739,1.3602,0.7268,-0.2734,2.0273,-0.2106,1.99359713214549,2.7816,-0.5317,1.3177,-0.2628,-0.9319,4.4093,-1.6207
10803,"myriophyllum crispatum","myriophyllum","Haloragaceae",1.2527,0.9615,-1.8601,-0.4007,1.2471,-1.2999,NA,2.1556,-0.5483,-1.0094,-2.8634,-3.5211,3.9407,-0.4202
40102,"myristica cinnamomea","myristica","Myristicaceae",0.8843,1.2026,1.4027,-0.176,1.6163,0.4411,1.59829904939444,2.9611,-0.3191,1.0106,-0.1199,-0.7516,2.8409,2.2222
40102,"myristica gigantea","myristica","Myristicaceae",1.0049,1.322,1.1577,-0.2169,1.6551,0.1168,1.57906298456637,3.3629,-0.3337,0.5042,-0.8262,-1.7525,3.0159,2.069
10117,"myristica globosa","myristica","Myristicaceae",1.0641,1.3336,1.2641,-0.2332,1.999,0.6373,1.60871425837086,3.358,-0.4689,1.4556,0.273,-0.4255,3.9373,3.576
40210,"myristica iners","myristica","Myristicaceae",0.9823,1.262,1.4015,-0.2064,1.9102,0.6859,1.61140038719427,3.1517,-0.4341,1.5701,0.4476,NA,3.6446,3.3884
40102,"myristica sp","myristica","Myristicaceae",1.1667,1.3744,1.3308,-0.2626,2.4465,1.1745,1.6491351931604,3.4232,-0.6395,2.5703,1.4846,1.0244,5.154,5.2455
60101,"myrocarpus frondosus","myrocarpus","Fabaceae",1.1477,1.355,1.0222,-0.2762,1.9074,0.4628,1.55212409490801,3.447,-0.5599,1.1333,0.2189,-0.7897,3.9189,2.4499
81303,"myrocarpus frondosus","myrocarpus","Fabaceae",1.0725,1.2887,1.1323,-0.2511,1.7859,0.4848,1.55083960506579,3.3039,-0.5095,1.1237,0.3313,-0.6478,3.5421,2.3131
60129,"myrospermum frutescens","myrospermum","Fabaceae",1.0644,1.279,1.1232,-0.2483,1.8361,0.5143,1.57200679763202,3.1586,-0.5268,1.3443,0.4585,-0.3663,3.7219,1.9722
60142,"myroxylon balsamum","myroxylon","Salicaceae",1.2638,1.4093,0.7303,-0.3221,1.5598,0.2944,1.21331317869668,3.6503,-0.5136,0.5863,-0.4628,-1.5426,3.6175,0.4126
60166,"myroxylon balsamum","myroxylon","Salicaceae",1.1811,1.3355,0.9591,-0.2982,1.796,0.6339,1.3262846439369,3.1544,-0.6223,1.774,0.4233,NA,4.2997,NA
60101,"myrrhinium atropurpureum","myrrhinium","Myrtaceae",1.0396,1.2839,1.0468,-0.2583,1.5183,0.1191,1.45520129233092,3.3843,-0.4372,0.2054,-0.2549,-1.8408,2.718,1.4981
31202,"myrsine africana","myrsine","Myrsinaceae",0.9951,1.2273,1.1412,-0.2523,1.3294,0.1717,1.27384125334093,3.3365,-0.4377,0.1099,-0.2261,-1.7901,2.3232,1.2198
10406,"myrsine coriacea","myrsine","Myrsinaceae",1.1061,1.3093,1.0163,-0.2907,1.6532,0.2963,1.07900025230385,3.4133,-0.5709,0.6461,NA,-1.3328,3.2783,1.6109
60101,"myrsine coriacea","myrsine","Myrsinaceae",1.0556,1.2642,1.1046,-0.2744,1.7183,0.4017,1.20115396060545,3.1651,-0.5949,1.1376,0.4289,-0.6581,3.4981,1.1995
60130,"myrsine coriacea","myrsine","Myrsinaceae",1.036,1.2478,1.0991,-0.2674,1.633,0.3316,1.19558972667752,3.132,-0.5585,0.9515,0.2805,-0.852,3.2447,0.9813
60153,"myrsine coriacea","myrsine","Myrsinaceae",1.0176,1.2304,1.1574,-0.2616,1.6407,0.4012,1.19770499415078,3.065,-0.5633,1.0572,0.4206,-0.6662,3.2379,1.1293
60155,"myrsine coriacea","myrsine","Myrsinaceae",1.1247,1.307,1.0788,-0.2951,1.8593,0.5102,1.22105935384872,3.352,-0.6478,1.3022,0.6396,-0.4882,3.857,2.0305
60160,"myrsine coriacea","myrsine","Myrsinaceae",0.995,1.2113,1.1917,-0.2542,1.5977,0.384,1.18961381880745,3.0488,-0.5473,1.0296,0.4192,-0.671,3.1034,1.0941
60167,"myrsine coriacea","myrsine","Myrsinaceae",1.0236,1.2363,1.1546,-0.264,1.6563,0.3965,1.19494148862563,3.0965,-0.572,1.0779,0.4206,-0.6649,3.2858,1.1646
60704,"myrsine coriacea","myrsine","Myrsinaceae",1.0342,1.246,1.1266,-0.2669,1.6279,0.3635,1.17865182379499,3.1711,-0.5589,0.9365,0.3221,-0.8519,3.2064,1.2278
60167,"myrsine dependens","myrsine","Myrsinaceae",0.9493,1.1854,1.2754,-0.239,1.445,0.3384,1.31461499633484,3.0857,-0.4885,0.7169,0.2534,-0.9856,2.6435,1.1102
60164,"myrsine floridana","myrsine","Myrsinaceae",1.0993,1.3171,1.0399,-0.2881,1.6161,0.2903,1.30215119836874,3.4834,-0.5588,0.5372,NA,-1.4712,3.2052,1.5595
60704,"myrsine guianensis","myrsine","Myrsinaceae",0.9381,1.1771,1.2378,-0.2338,1.2859,0.2117,1.2839883178311,3.1853,-0.4209,0.2617,NA,-1.5108,2.1822,1.0442
40118,"myrsine kwangsiensis","myrsine","Myrsinaceae",1.1524,1.3268,1.059,-0.3002,1.6509,0.3282,1.29969466081515,3.6521,-0.555,0.4574,0.1189,-1.5142,3.1513,2.6571
70106,"myrsine lessertiana","myrsine","Myrsinaceae",0.8328,1.1033,1.3101,-0.2008,1.0675,0.1075,1.27442342690337,2.9616,-0.3394,NA,-0.3059,-1.6918,1.5599,0.2879
70202,"myrsine lessertiana","myrsine","Myrsinaceae",0.828,1.0911,1.3701,-0.1991,1.1312,0.1907,1.27376033414452,2.9068,-0.3632,0.2475,NA,-1.3699,1.7102,0.4991
70701,"myrsine lessertiana","myrsine","Myrsinaceae",0.8528,1.114,1.3162,-0.2069,1.1218,0.1455,1.25877851320015,3.0123,-0.3576,NA,-0.1746,-1.5989,1.6978,0.5643
60102,"myrsine parvifolia","myrsine","Myrsinaceae",0.8448,1.1452,1.1622,-0.2082,0.9614,-0.229,1.25589454816959,3.0116,-0.3018,-0.507,-1.0748,-2.5473,1.3488,-0.7706
70106,"myrsine sandwicensis","myrsine","Myrsinaceae",0.9123,1.1765,1.2073,-0.2285,1.2554,0.132,1.30283940061587,3.0646,-0.4211,0.2014,-0.321,-1.6313,2.151,0.3494
40118,"myrsine seguinii","myrsine","Myrsinaceae",1.0467,1.2717,1.1691,-0.2746,1.6397,0.4217,1.02934318751911,3.3497,-0.5746,0.8389,0.2802,-1.0241,3.2225,1.8702
40170,"myrsine seguinii","myrsine","Myrsinaceae",1.1671,1.3803,0.9329,-0.3131,1.7141,0.1906,1.12890952337492,3.6288,-0.5975,0.4648,-0.2564,-1.7675,3.4862,1.6873
80440,"myrsine seguinii","myrsine","Myrsinaceae",1.0594,1.284,1.1067,-0.2777,1.6253,0.3141,1.15268575603679,3.333,-0.562,0.7308,0.102,-1.2122,3.2099,1.4589
60121,"myrsine sp","myrsine","Myrsinaceae",0.9051,1.1486,1.27,-0.2226,1.2078,0.1878,1.27559464791383,3.1299,-0.3882,0.171,-0.0865,-1.5578,1.9482,0.9083
60153,"myrsine sp","myrsine","Myrsinaceae",0.9678,1.2034,1.1855,-0.2435,1.3222,0.1941,1.28259719177025,3.2436,-0.4341,0.2282,-0.1278,-1.6078,2.3047,1.0669
60101,"myrsine umbellata","myrsine","Myrsinaceae",0.9463,1.1908,1.2282,-0.2397,1.5442,0.3337,1.3626144018194,2.9368,-0.5279,1.0692,0.3479,-0.6364,3.0373,0.3609
60160,"myrsine umbellata","myrsine","Myrsinaceae",0.9465,1.1986,1.1773,-0.2395,1.4394,0.2423,1.35107123385548,3.0127,-0.4878,0.6943,NA,-1.0854,2.739,0.2948
60153,"myrsine youngii","myrsine","Myrsinaceae",0.9867,1.2166,1.2336,-0.2517,1.5567,0.4078,1.33448994084987,3.0907,-0.5358,0.8995,0.3446,-0.814,2.9871,1.1914
80419,"myrtus communis","myrtus","Myrtaceae",0.9391,1.2304,1.1242,-0.2309,1.3608,NA,1.29568582753982,3.261,-0.3545,-0.12,-0.503,-2.2142,2.1494,1.1183
80608,"myrtus communis","myrtus","Myrtaceae",0.938,1.2284,1.1789,-0.2321,1.5088,0.0878,1.33013159322477,3.1439,-0.4198,0.3714,-0.1627,-1.6326,2.5857,1.1215
81201,"myrtus communis","myrtus","Myrtaceae",0.8997,1.1943,1.254,-0.2197,1.4785,0.1314,1.33512879544656,3.0504,-0.4096,0.4635,NA,-1.4414,2.4763,1.0982
81209,"myrtus communis","myrtus","Myrtaceae",1.0471,1.3276,0.942,-0.2703,1.7296,-0.1145,1.24278732636991,3.1969,-0.4896,0.3907,-0.4929,-1.9342,3.1808,0.6969
81211,"myrtus communis","myrtus","Myrtaceae",0.949,1.2384,1.1559,-0.2356,1.5,0.0626,1.32303954302574,3.1939,-0.4169,0.2828,-0.2391,-1.7594,2.5582,1.1666
81221,"myrtus communis","myrtus","Myrtaceae",0.856,1.1559,1.2896,-0.2041,1.3342,0.0983,1.3124989369668,3.0296,-0.3491,0.22,-0.1126,-1.6249,2.0433,1.047
81222,"myrtus communis","myrtus","Myrtaceae",0.8953,1.2016,1.1926,-0.219,1.4419,0.0578,1.35515831550186,3.0185,-0.3967,0.348,-0.2466,-1.6154,2.4312,0.6398
30116,"mystroxylon aethiopicum","mystroxylon","Celastraceae",0.9463,1.1474,1.095,-0.1919,1.3395,0.4868,1.11589994486189,3.2959,-0.4446,0.4365,0.3679,-0.8798,2.6206,2.2617
31004,"mystroxylon aethiopicum","mystroxylon","Celastraceae",0.9556,1.1513,1.1087,-0.1948,1.3894,0.522,1.1089098870619,3.3168,-0.4604,0.567,0.4983,-0.7351,2.7593,2.4064
40118,"mytilaria laosensis","mytilaria","Hamamelidaceae",1.1814,1.3166,1.0598,-0.3157,1.6904,0.6962,1.11625232711547,3.5865,-0.7202,1.0286,0.3516,-0.5727,3.6498,2.0618
40170,"nageia nagi","nageia","Podocarpaceae",0.9949,1.2264,1.1166,-0.3746,1.5157,0.8762,1.24611926922292,4.01,-0.9615,0.7482,-0.2776,-1.7559,4.0856,4.3915
60805,"nardophyllum bryoides","nardophyllum","Asteraceae",1.0142,1.1938,0.9445,-0.2722,0.9658,-0.0651,0.723266807286872,3.4702,-0.3672,-0.9448,-0.7143,-2.9102,1.3511,1.0418
60805,"nassauvia ulicina","nassauvia","Asteraceae",0.9519,1.1313,1.1417,-0.2498,0.8468,0.1786,0.755341183811548,3.5408,-0.3276,-0.9566,-0.322,-2.6474,0.9398,2.0838
40102,"nauclea subdita","nauclea","Rubiaceae",1.0321,1.2431,1.1421,-0.2526,1.5632,0.2669,1.48361296879034,3.1944,-0.5,0.5046,NA,-1.2656,2.8192,1.5858
60142,"naucleopsis glabra","naucleopsis","Moraceae",1.0642,1.2889,0.9351,-0.2651,1.9208,0.4108,1.50677959288734,3.1228,-0.5694,1.3775,0.3548,-0.5823,4.0967,2.0482
60163,"naucleopsis glabra","naucleopsis","Moraceae",1.0252,1.2615,0.9447,-0.2523,1.8126,0.3452,1.5127417470455,3.0475,-0.5276,1.2098,0.2001,-0.7331,3.7994,1.6701
60125,"naucleopsis guianensis","naucleopsis","Moraceae",1.0276,1.2366,0.9885,-0.2486,1.757,0.4756,1.48512492655982,3.1651,-0.4978,1.0862,0.4535,-0.6857,3.5437,2.6416
60135,"naucleopsis imitans","naucleopsis","Moraceae",1.1047,1.31,0.9194,-0.2765,1.9729,0.4969,1.49328374054456,3.2609,-0.5863,1.3932,0.5075,-0.5428,4.2178,2.6954
60142,"naucleopsis imitans","naucleopsis","Moraceae",1.1507,1.3501,0.8743,-0.2925,2.1083,0.5434,1.50469101233929,3.2996,-0.6443,1.6021,0.5818,-0.386,4.6296,2.7905
60142,"naucleopsis krukovii","naucleopsis","Moraceae",1.1072,1.3144,0.8427,-0.2753,1.7678,0.315,1.46362277675922,3.4252,-0.4979,0.6867,NA,-1.3794,3.5964,2.7159
60163,"naucleopsis mello-barretoi","naucleopsis","Moraceae",0.9372,1.164,1.1199,-0.2199,1.622,0.4105,1.48413036023856,2.9273,-0.4419,1.0727,0.4462,-0.6169,3.1249,2.1058
60129,"naucleopsis naga","naucleopsis","Moraceae",1.0647,1.2754,0.9769,-0.2633,1.9143,0.499,1.49722138489135,3.1621,-0.5638,1.3862,0.5345,-0.4762,4.0201,2.5784
60163,"naucleopsis oblongifolia","naucleopsis","Moraceae",0.9633,1.1863,1.1268,-0.2294,1.7373,0.4976,1.49017206042944,2.9631,-0.4922,1.3133,0.6152,-0.3689,3.4578,2.3664
60135,"naucleopsis sp","naucleopsis","Moraceae",1.1187,1.3227,0.8885,-0.2808,1.9511,0.452,1.4876360435058,3.3399,-0.5772,1.2417,0.3829,-0.7531,4.1453,2.7807
60163,"naucleopsis sp","naucleopsis","Moraceae",1.1161,1.3203,0.9057,-0.2801,1.954,0.4607,1.48670386370317,3.3221,-0.5806,1.2538,0.3926,-0.7332,4.1351,2.826
60166,"naucleopsis ternstroemiiflora","naucleopsis","Moraceae",1.0346,1.2495,0.9929,-0.2526,1.7952,0.4409,1.48649707029258,3.1553,-0.5127,1.1485,0.408,-0.6955,3.662,2.4896
60135,"naucleopsis trenstroemiifolia","naucleopsis","Moraceae",0.9815,1.2025,1.0945,-0.2355,1.7613,0.4761,1.48929880678921,2.9962,-0.5002,1.2983,0.5714,-0.4289,3.5347,2.3611
60142,"naucleopsis ulei","naucleopsis","Moraceae",1.029,1.2438,1.0074,-0.2507,1.8093,0.456,1.48890026745177,3.1122,-0.5186,1.2255,0.4653,-0.5981,3.7022,2.4442
60163,"nealchornea yapurensis","nealchornea","Euphorbiaceae",1.1184,1.3417,1.0244,-0.2871,2.0691,0.3646,1.54493700424438,3.1711,-0.6437,1.34,0.6275,-0.5827,4.1212,1.8506
60166,"nealchornea yapurensis","nealchornea","Euphorbiaceae",1.0561,1.2853,1.1146,-0.2659,1.9419,0.3578,1.53544729895102,3.0717,-0.5901,1.2395,0.6657,-0.573,3.714,1.782
60153,"nectandra amazonum","nectandra","Lauraceae",1.0353,1.2592,1.3828,-0.2588,1.787,0.786,1.60509808730699,3.1627,-0.6325,1.4924,0.8606,NA,3.6177,1.8503
60129,"nectandra cissiflora","nectandra","Lauraceae",1.1939,1.4013,1.1822,-0.3115,1.9504,0.7277,1.58029758843657,3.7051,-0.7057,1.2203,0.546,-0.6461,4.1106,2.7409
60142,"nectandra crassiloba","nectandra","Lauraceae",1.1237,1.3268,1.2836,-0.2863,1.8691,0.7841,1.58652992000357,3.4834,-0.6619,1.356,0.8087,-0.2948,3.8459,2.5898
60129,"nectandra cuspidata","nectandra","Lauraceae",1.1395,1.3528,1.2099,-0.2934,1.9154,0.7109,1.59652562356512,3.4528,-0.683,1.3917,0.6447,-0.3632,4.046,2.0725
60153,"nectandra cuspidata","nectandra","Lauraceae",1.0975,1.3178,1.226,-0.2782,1.7216,0.5914,1.57844894960723,3.4894,-0.5998,0.9769,0.4063,-0.7893,3.4713,1.9522
60224,"nectandra cuspidata","nectandra","Lauraceae",1.1182,1.3343,1.2395,-0.2862,1.8673,0.7031,1.59426544815112,3.4266,-0.6636,1.3443,0.6399,-0.3777,3.8968,2.0355
60129,"nectandra fuzzy","nectandra","Lauraceae",1.1642,1.3758,1.1729,-0.3009,1.8474,0.6153,1.58114833481245,3.6268,-0.6575,1.0358,0.3775,-0.8432,3.8172,2.3098
60155,"nectandra hihua","nectandra","Lauraceae",1.1667,1.3569,1.2226,-0.2993,1.9468,0.7294,1.59752296937614,3.5387,-0.6869,1.4445,0.8104,-0.2947,4.0892,2.5073
60101,"nectandra lanceolata","nectandra","Lauraceae",1.099,1.317,1.2508,-0.279,1.7838,0.6583,1.5926230405012,3.4197,-0.6288,1.1772,0.5472,-0.5376,3.6474,1.9542
60142,"nectandra largibrachi","nectandra","Lauraceae",1.1106,1.3267,1.247,-0.2831,1.8171,0.6817,1.59115479728408,3.4412,-0.6435,1.2285,0.5879,-0.4922,3.7431,2.0618
60153,"nectandra laurel","nectandra","Lauraceae",1.0344,1.2604,1.3427,-0.2574,1.6736,0.6578,1.58834903239484,3.3011,-0.5809,1.1423,0.6164,-0.4585,3.2995,1.8308
60129,"nectandra lineata","nectandra","Lauraceae",1.1085,1.3242,1.2196,-0.2825,1.8611,0.6773,1.59466320939777,3.34,-0.6554,1.3689,0.6359,-0.3358,3.8967,1.7826
60142,"nectandra lineata","nectandra","Lauraceae",1.0912,1.3093,1.2504,-0.2766,1.8157,0.6744,1.59458589545913,3.3305,-0.6379,1.3105,0.6246,-0.3703,3.751,1.7903
60101,"nectandra megapotamica","nectandra","Lauraceae",1.0308,1.2559,1.3516,-0.2559,1.6498,0.6942,1.58780522025897,3.3201,-0.5757,1.0894,0.6348,-0.4726,3.2209,1.9771
60160,"nectandra megapotamica","nectandra","Lauraceae",1.0714,1.2924,1.2676,-0.2687,1.6362,0.614,1.57896795758542,3.4666,-0.5677,0.837,0.4015,-0.8559,3.1901,2.0667
60129,"nectandra membranacea","nectandra","Lauraceae",1.0681,1.3326,1.1888,-0.276,1.8527,0.5441,1.61533971790883,3.1842,-0.6724,1.4453,0.3248,-0.4078,4.0173,0.4565
60142,"nectandra membranacea","nectandra","Lauraceae",1.1308,1.3663,1.1562,-0.2935,1.9082,0.6064,1.60728663444175,3.3944,-0.6874,1.3688,0.4172,-0.4981,4.1113,1.3173
60142,"nectandra microcarpa","nectandra","Lauraceae",1.1258,1.3401,1.2213,-0.288,1.8366,0.681,1.5932029670141,3.4749,-0.6512,1.2169,0.56,-0.5334,3.8062,2.0833
60142,"nectandra oppositifolia","nectandra","Lauraceae",1.1694,1.3786,1.1776,-0.3039,2.013,0.7052,1.60787838795393,3.4484,-0.7229,1.5618,0.6726,-0.2491,4.3462,1.9653
60160,"nectandra oppositifolia","nectandra","Lauraceae",1.1638,1.375,1.1433,-0.301,1.8934,0.5899,1.59500653786559,3.5141,-0.6706,1.1907,0.3989,-0.6923,3.99,1.8837
60168,"nectandra pichurim","nectandra","Lauraceae",1.1778,1.3945,1.1266,-0.3066,1.8799,0.5873,1.58001668162145,3.6498,-0.6709,1.0676,0.3132,-0.8784,3.964,2.1216
60166,"nectandra pulverulenta","nectandra","Lauraceae",1.0941,1.3121,1.2734,-0.278,1.8405,0.7246,1.59806242619663,3.3705,-0.6529,1.4014,0.731,-0.2585,3.8288,1.9514
60129,"nectandra purpurascens","nectandra","Lauraceae",1.0925,1.3125,1.2372,-0.2762,1.6956,0.5822,1.57897253767587,3.5014,-0.5892,0.9203,0.3815,-0.8432,3.3851,1.9904
60142,"nectandra skinny2","nectandra","Lauraceae",1.1281,1.3424,1.2072,-0.2886,1.829,0.6606,1.59089753855669,3.4863,-0.6479,1.1829,0.5122,-0.5872,3.7925,2.0293
60142,"nectandra skinnyret","nectandra","Lauraceae",1.1076,1.3256,1.2018,-0.2808,1.6834,0.5639,1.57788570317871,3.5304,-0.5836,0.7931,0.2769,-1.0032,3.3445,2.0127
60153,"nectandra sp","nectandra","Lauraceae",1.1083,1.3476,1.2005,-0.2859,1.7999,0.5407,1.58694381982938,3.447,-0.6423,1.1107,0.2738,-0.783,3.748,1.5095
60163,"nectandra sp","nectandra","Lauraceae",1.0956,1.3358,1.2433,-0.2823,1.8443,0.6096,1.5926296979708,3.3884,-0.6608,1.3231,0.4548,-0.5,3.8769,1.5355
60166,"nectandra sp","nectandra","Lauraceae",1.0658,1.3154,1.2554,-0.2729,1.767,0.5548,1.58973742623615,3.324,-0.6297,1.2014,0.342,-0.6202,3.6605,1.2495
60212,"nectandra sp","nectandra","Lauraceae",1.0541,1.3093,1.2501,-0.2691,1.6988,0.4991,1.58341756697973,3.3335,-0.603,1.0202,0.1965,-0.8319,3.4606,1.1493
60155,"nectandra turbacensis","nectandra","Lauraceae",1.1205,1.3016,1.3048,-0.2809,1.7789,0.8207,1.58333369046009,3.5433,-0.6164,1.1548,0.8901,-0.3859,3.5212,3.0779
60142,"nectandra viburnoides","nectandra","Lauraceae",1.1132,1.329,1.2399,-0.2842,1.8463,0.7017,1.59887254457123,3.4012,-0.6524,1.307,0.6293,-0.4018,3.8354,1.9852
60166,"nectandra viburnoides","nectandra","Lauraceae",1.0728,1.2932,1.313,-0.2712,1.8274,0.7484,1.60363362587541,3.2717,-0.6465,1.4437,0.7706,-0.1584,3.7638,1.8842
60142,"nectandra yarinensis","nectandra","Lauraceae",1.1606,1.3701,1.1883,-0.3003,1.9499,0.7175,1.59781690292681,3.495,-0.6977,1.4164,0.6483,-0.3711,4.1555,2.1369
60135,"neea altissima","neea","Nyctaginaceae",1.234,1.4221,1.102,-0.3168,2.0817,0.2418,2.05941534633016,3.6364,-0.7139,0.9344,0.5921,-1.2167,4.1979,1.582
60142,"neea altomini","neea","Nyctaginaceae",1.2485,1.4361,1.0068,-0.3193,1.8765,NA,2.0512934040264,3.8215,-0.6245,0.1796,NA,-2.1297,3.585,1.6191
60129,"neea amplifolia","neea","Nyctaginaceae",1.2507,1.4369,1.072,-0.3219,2.0303,0.1436,2.05448435564295,3.7149,-0.6891,0.6556,0.3536,-1.602,4.0147,1.6704
60142,"neea angostintersec","neea","Nyctaginaceae",1.1798,1.3752,1.1287,-0.2975,1.8679,0.1253,2.05434680482483,3.5817,-0.622,0.4909,0.3278,-1.6372,3.5413,1.3583
60142,"neea aniboid","neea","Nyctaginaceae",1.1981,1.39,1.1527,-0.3047,2.0349,0.2452,2.06091040379847,3.5081,-0.6935,0.9571,0.6341,-1.1208,4.0444,1.3909
